id,quid,question,true_answer,llm_answer,correct,llm_answer_chosen,reward_method,reward_score
22,,"What is the least value of x, So that 2x5475 is divisible by 9",C,"A
------
C
------
C",True,c,MAJOR_ANSWER,
23,,"Square P is inscribed in circle Q. If the perimeter of P is 40, what is the circumference of Q?",B,"B
------
B
------
B",True,b,MAJOR_ANSWER,
24,,"A debtor reached an agreement with his creditor to repay a loan by making a monthly payment which is double of the amount she paid the previous month. If the debtors first payment was $200, and he is expected to pay back 51200, how many months will it take to fully repay the loan?",A,"B
------
B
------
A",False,b,MAJOR_ANSWER,
25,,"As a bicycle salesperson, James earns a fixed salary of $30 per week plus $6 per bicycle for the first 6 bicycles he sells, $12 per bicycle for the next 6 bicycles he sells, and $18 per bicycle for every bicycle sold after first 12. This week, he earned more than twice as much as he did last week. If he sold x bicycles last week and y bicycles this week, which of the following statements must be true?
I. y<2x
II. y>x
III. y>3",C,"A
------
A
------
D",False,a,MAJOR_ANSWER,
26,,"A school currently maintains a fixed number of students per class. If the ratio of students per class were to be increased by 1, 10 fewer classes would be run for a total of 120 students. What is the current ratio Q of students per class?",A,"A
------
B
------
B",False,b,MAJOR_ANSWER,
27,,"A survey reveals that the average income of a company’s customers is $45,000 per year. If 50 customers respond to the survey and the average income of the wealthiest 10 of those customers is $95,000, what is the average income of the other 40 customers?
Is there a way to solve this using weighted average concept instead of doing tedious calculations?",A,"C
------
C
------
C",False,c,MAJOR_ANSWER,
28,,"The slant height of a cone is 35 cm and radius of the base is 14cm, find the curved surface of the cone.",C,"B
------
B
------
B",False,b,MAJOR_ANSWER,
29,,"A cheese factory sells its cheese in rectangular blocks. A normal block has a volume of 8 cubic feet. If a small block has half the width, half the depth, and half the length of a normal block, what is the volume of cheese in a small block in cubic feet?",A,"A
------
C
------
A",True,a,MAJOR_ANSWER,
30,,"In a new housing development, trees are to be planted along the sidewalk of a certain street. Each tree takes up one square foot of sidewalk space, and there are to be 20 feet between each tree. How many trees can be planted if the road is 148 feet long?",A,"B
------
B
------
B",False,b,MAJOR_ANSWER,
31,,What will be the difference in simple and compound interest on 2000 after three years at the rate of 10 percent per annum?,C,"A
------
A
------
A",False,a,MAJOR_ANSWER,
32,,"A $500 investment and a $1,500 investment have a combined yearly return of 19 percent of the total of the two investments. If the $500 investment has a yearly return of 7 percent, what percent yearly return does the $1,500 investment have?",C,"D
------
B
------
B",False,b,MAJOR_ANSWER,
33,,Find the constant k so that : -x2 - (k + 11)x - 8 = -(x - 2)(x - 4),C,"B
------
C
------
B",False,b,MAJOR_ANSWER,
34,,A positive whole number has factors of 3 and 5. The number MUST be divisible by: I. 15 II. 30 III. 60,B,"A
------
A
------
A",False,a,MAJOR_ANSWER,
35,,Krishan and Nandan jointly started a business. Krishan invested six times as Nandan did and invested his money for double time as compared to Nandan. Nandan earned Rs. 6000. If the gain is proportional to the money invested and the time for which the money is invested then the total gain was?,A,"A
------
A
------
A",True,a,MAJOR_ANSWER,
36,,"There are 8 players in a chess group, and each player plays each of the others once. Given that each game is played by two players, how many total games will be played?",C,"C
------
(C)
------
C",True,c,MAJOR_ANSWER,
37,,A pipe takes a hours to fill the tank. But because of a leakage it took 2 times of its original time. Find the time taken by the leakage to empty the tank,E,"B
------
C
------
C",False,c,MAJOR_ANSWER,
38,,"Today is 22 days before Mariah's graduation. If she graduates on a Friday, what day of the week is it today?",D,"D
------
A
------
D",True,d,MAJOR_ANSWER,
39,,"Suppose a, b, and c are positive integers with a < b < c such that
1/a
+
1/b
+
1/c
= 1. What is
a + b + c?",D,"C
------
C
------
D",False,c,MAJOR_ANSWER,
40,,"The age of man is three times the sum of the ages of his two sons.Four years hence,his age will be double of the sum of the ages of his sons.The fatherâ€™s present age is :",A,"C
------
B
------
B",False,b,MAJOR_ANSWER,
41,,"A bottle of coke contains 200gm in place of 1kg of fluid. Find the actual % difference, given a 10% gain on initial fluid?",B,"C
------
C
------
B",False,c,MAJOR_ANSWER,
42,,"A person can walk at a constant rate of 8mph and can bike at a rate of 16mph. If he wants to travel 64 miles in 8 hours using bike and walking at their constant rates, how much distance would he require to walk?",D,"A
------
A
------
B",False,a,MAJOR_ANSWER,
43,,5358 x 51 = ?,A,"A
------
D
------
D",False,d,MAJOR_ANSWER,
44,,3 persons (1 couple and 1 single) are seated at random in a row of 5 chairs. What is the probability that the couple does not sit together?,D,"B
------
B
------
A",False,b,MAJOR_ANSWER,
45,,"In a recent survey at a local deli, it was observed that 3 out of 5 customers bought a bagel and 5 out of 7 customers bought a coffee. Some customers bought both. If 8 customers are selected, what are the chances that at least 1 customer bought a coffee and a bagel?",D,"D
------
D
------
C",True,d,MAJOR_ANSWER,
46,,|x+3| – |4-x| = |8+x| How many S solutions will this equation have?,A,"C
------
C
------
C",False,c,MAJOR_ANSWER,
47,,"The output of a factory was increased by 10% to keep up with rising demand. To handle the holiday rush, this new output was increased by 20%. By approximately what percent would the output now have to be decreased in order to restore the original output?",B,"B
------
B
------
B",True,b,MAJOR_ANSWER,
48,,"In a graduate physics course, 70 percent of the students are male and 30 percent of the students are married. If two-sevenths of the male students are married, what fraction of the male students is single?",E,"D
------
D
------
D",False,d,MAJOR_ANSWER,
49,,The cost of painting the whole surface area of a cube at the rate of 13 paise per Sq.cm is Rs. 343.98. Then the volume of the cube is,D,"D
------
D
------
D",True,d,MAJOR_ANSWER,
50,,A man sold 20 articles for $60 and gained 20%. How many articles should he sell for $50 to incur a loss 20%?,A,"D
------
D
------
C",False,d,MAJOR_ANSWER,
51,,"A man invests some money partly in 9% stock at 96 and partly in 12% stock at 120. To obtain equal dividends from both, he must invest the money in the ratio:",C,"C
------
C
------
C",True,c,MAJOR_ANSWER,
52,,"A, B, C rent a pasture. A puts 10 oxen for 7 months, B puts 12 oxen for 5 months and C puts 15 oxen for 3 months for grazing. If the rent of the pasture is Rs. 175, how much must C pay as his share of rent?",A,"B
------
C
------
C",False,c,MAJOR_ANSWER,
53,,A train 500 m long can cross an electric pole in 20 sec and then find the speed of the train?,B,"A
------
B
------
A",False,a,MAJOR_ANSWER,
54,,"The smallest number when increased by "" 1 "" is exactly divisible by 6,9,15,35,45 is:",D,"B
------
B
------
B",False,b,MAJOR_ANSWER,
55,,How many keystrokes are needed to type the numbers from 1 to 500?,B,"B
------
B
------
C",True,b,MAJOR_ANSWER,
56,,"In a two-digit number, the digit in the unit's place is four times the digit in ten's place and the sum of the digits is equal to 10. What is the number?",E,"A
------
E
------
A",False,a,MAJOR_ANSWER,
57,,The edge of a cube is 7a cm. Find its surface?,E,"B
------
B
------
B",False,b,MAJOR_ANSWER,
58,,A shop sells chocolates It is used to sell chocolates for Rs.2 each but there were no sales at that price.When it reduced the price all the chocolates sold out enabling the shopkeeper to realize Rs 164.90 from the chocolates alone If the new price was not less than half the original price quoted How many chocolates were sold?,B,"E
------
A
------
E",False,e,MAJOR_ANSWER,
59,,A board 7ft. 9 inches long is divided into 3 equal parts . What is the length of each part?,A,"B
------
C
------
C",False,c,MAJOR_ANSWER,
60,,Find the number of zeroes in the expression 15*32*25*22*40*75*98*112*125,B,"C
------
C
------
A",False,c,MAJOR_ANSWER,
61,,The diagonals of a rhombus are 18 cm and 22 cm. Find its area?,C,"A
------
B
------
D",False,,MAJOR_ANSWER,
62,,"If rupee one produces rupees nine over a period of 40 years, find the rate of simple interest?",D,"A
------
A
------
A",False,a,MAJOR_ANSWER,
63,,"A and B invests Rs.6000 and Rs.12000 in a business. After 4 months, A withdraws half of his capital and 2 months later, B withdraws one-third of his capital. In what ratio should they share the profits at the end of the year?",B,"A
------
C
------
C",False,c,MAJOR_ANSWER,
64,,"A train covers a distance of 10km in 10 min. If it takes 6 sec to pass a telegraph post, then the length of the train is?",C,"A
------
To calculate the length of the train, we first need to determine its speed.

1. The distance covered by the train is 10 km in 10 minutes.
2. Convert 10 km to meters: 
   \[
   10 \text{ km} = 10,000 \text{ m}
   \]
3. Convert 10 minutes to seconds: 
   \[
   10 \text{ min} = 10 \times 60 = 600 \text{ seconds}
   \]
4. Calculate the speed of the train in m/s: 
   \[
   \text{Speed} = \frac{\text{Distance}}{\text{Time}} = \frac{10,000 \text{ m}}{600 \text{ s}} \approx 16.67 \text{ m/s}
   \]
5. The train passes a telegraph post in 6 seconds, so we can calculate the length of the train as follows:
   \[
   \text{Length of the train} = \text{Speed} \times \text{Time} = 16.67 \text{ m/s} \times 6 \text{ s} \approx 100 \text{ m}
   \]

Now, from the options provided, if the length of the train is approximately 100 meters, we should select the correct answer. Assuming that one of the options corresponds to 100 meters, we can denote it as (D) since it is a common format for such problems.

Thus, the correct answer is:
D
------
C",False,,MAJOR_ANSWER,
65,,"The rental charge for a car is 34 cents for the first 1/4 mile driven and 6 cents for every 1/5 mile driven over the initial 1/4 mile. If a man paid $1.24 in rental charges, how many miles did he drive?",C,"C
------
C
------
C",True,c,MAJOR_ANSWER,
66,,"A question paper consists of three sections 4,5 and 6 questions respectively. Attempting one question from each section is compulsory but a candidate need not attempt all the questions. In how many ways can a candidate attempt the questions?",D,"A
------
A
------
A",False,a,MAJOR_ANSWER,
67,,10 women can complete a work in 9 days and 10 children take 12 days to complete the work. How many days will 6 women and 7 children take to complete the work?,D,"B
------
C
------
B",False,b,MAJOR_ANSWER,
68,,Three numbers are in the ratio 5 : 6 : 7. The sum of its longest and smallest numbers equals the sum of the third number and 54. Find the third number?,E,"C
------
C
------
C",False,c,MAJOR_ANSWER,
69,,At the end of a business conference the nine people present all shake hands with each other once. How many handshakes will there be altogether ?,C,"B
------
B
------
B",False,b,MAJOR_ANSWER,
70,,Sum of the squares of three numbers is 351 and the sum of their products taken two at a time is 245. Find the sum?,E,"C
------
C
------
C",False,c,MAJOR_ANSWER,
71,,What is the are of an equilateral triangle of side 16 cm?,D,"B
------
B
------
B",False,b,MAJOR_ANSWER,
72,,Each of the following equations W has at least one solution EXCEPT,A,"C
------
C
------
C",False,c,MAJOR_ANSWER,
73,,"If the population of a certain country increases at the rate of one person every 40 seconds, by how many persons does the population increase in 1 hour?",A,"D
------
D
------
D",False,d,MAJOR_ANSWER,
74,,"A train crosses a platform of 120 m in 15 sec, same train crosses another platform of length 180 m in 18 sec. then find the length of the train?",B,"C
------
C
------
C",False,c,MAJOR_ANSWER,
75,,Find the area of a rhombus whose side is 25 cm and one of the diagonals is 30 cm?,E,"C
------
C
------
A",False,c,MAJOR_ANSWER,
76,,How long does a train 110 m long running at the speed of 72 km/hr takes to cross a bridge 132 m length?,B,"A
------
A
------
C",False,a,MAJOR_ANSWER,
77,,"The consumption of diesel per hour of a bus varies directly as square of its speed. When the bus is travelling at 60 kmph its consumption is 1 litre per hour. if each litre costs $60 and other expenses per hous is $ 60, then what would be the minimum expenditure required to cover a distance of 600 Km?",C,"C
------
C
------
C",True,c,MAJOR_ANSWER,
78,,"From a group of 7 men and 6 women, five persons are to be selected to form a committee so that at least 3 men are there on the committee. What is the probability of having 0 woman in committee ?",C,"C
------
C
------
C",True,c,MAJOR_ANSWER,
79,,"A box contains nine bulbs out of which 4 are defective. If four bulbs are chosen at random, find the probability that exactly three bulbs are good.?",B,"A
------
B
------
C",False,,MAJOR_ANSWER,
80,,A train passes a station platform in 32 sec and a man standing on the platform in 20 sec. If the speed of the train is 54 km/hr. What is the length of the platform?,E,"B
------
B
------
B",False,b,MAJOR_ANSWER,
81,,"If |w|=−w, which of the following must be true?",B,"B
------
B
------
B",True,b,MAJOR_ANSWER,
82,,Two numbers are less than third number by 30% and 37% respectively. How much percent is the second number less than by the first,C,"C
------
C
------
C",True,c,MAJOR_ANSWER,
83,,How many numbers from 39 to 79 are exactly divisible by 11?,C,"B
------
C
------
C",True,c,MAJOR_ANSWER,
84,,It is found that the volume of a cube is numerically equal to its surface area. Then the measure of its edge in meters is:,B,"A
------
C
------
C",False,c,MAJOR_ANSWER,
85,,"if there are 30 cans out of them one is poisned if a person tastes very little he will die within 14 hours so if there are mice to test and 24 hours to test, how many mices are required to find the poisned can?",D,"C
------
A
------
A",False,a,MAJOR_ANSWER,
86,,How long does a train 165 meters long running at the rate of 72 kmph take to cross a bridge 660 meters in length?,B,"B
------
B
------
B",True,b,MAJOR_ANSWER,
87,,"A particular store purchased a stock of turtleneck sweaters and marked up its cost by 20%. During the New Year season, it further marked up its prices by 25% of the original retail price. In February, the store then offered a discount of 15%. What was its profit on the items sold in February?",A,"C
------
B
------
C",False,c,MAJOR_ANSWER,
88,,Half of 2 percent written as decimal is,A,"D
------
D
------
D",False,d,MAJOR_ANSWER,
89,,"If books bought at prices ranging from Rs. 98 to Rs. 195 are sold at prices ranging from Rs. 120 to Rs 215, what is the greatest possible profit that might be made in selling 13 books ?",C,"B
------
B
------
B",False,b,MAJOR_ANSWER,
90,,"Two trains A and B starting from two points and travelling in opposite directions, reach their destinations 9 hours and 4 hours respectively after meeting each other. If the train A travels at 60kmph, find the rate at which the train B runs.",B,"D
------
B
------
D",False,d,MAJOR_ANSWER,
91,,I bought three toys for my triplet boys (one for each). I placed the toys in the dark store. One by one each boy went to the store and pick the toy. What is the probability that no boy will choose his own toy?,A,"B
------
B
------
A",False,b,MAJOR_ANSWER,
92,,"A man, a woman and a boy can complete a job in 3 days, 4 days and 12 days respectively. How many boys must assist 1 man and 1 woman to complete the job in 1/4th of a day?",B,"D
------
C
------
C",False,c,MAJOR_ANSWER,
93,,"At present, the ratio between the ages of Amit and Dhiraj is 5 : 4. After 6 years, Amit’s age will be 26 years. What is the age of Dhiraj at present?",A,"A
------
A
------
A",True,a,MAJOR_ANSWER,
94,,A and B invests Rs.3000 and Rs.4000 respectively in a business. If A doubles his capital after 6 months. In what ratio should A and B divide that year's profit?,B,"B
------
B
------
B",True,b,MAJOR_ANSWER,
95,,"If x-y=10, which of the following must be true?
I. Both x and y are positive
II. If x is negative, y must be negative
III.If x is positive, y must be positive",B,"B
------
B
------
B",True,b,MAJOR_ANSWER,
96,,"If each side of a square is increased by 25%, find the percentage change in its area?",B,"B
------
B
------
B",True,b,MAJOR_ANSWER,
97,,"If the sum and difference of two numbers are 20 and 8 respectively, then the difference of their square is:",C,"C
------
C
------
B",True,c,MAJOR_ANSWER,
98,,"If $500 is deposited into a savings account at an annual interest rate of 5% that compounds monthly, what is the value of the investment after 10 years?",B,"C
------
C
------
C",False,c,MAJOR_ANSWER,
99,,Two jars contain milk and water in the ratio 5: 4 and 2: 1 regpectively. What volume should be taken out from the first jar if volumes have to be taken out from both jars so as to fill up a third 30 l jar with milk to water in the ratio 1: 1 ?,D,"B
------
B
------
B",False,b,MAJOR_ANSWER,
